Move,Link,Pokemon
Facade,/attackdex-sm/facade.shtml,"['Hitmonlee', 'Chimchar', 'Pidove', 'Tranquill', 'Unfezant', 'Darumaka', 'Darmanitan', 'Scraggy', 'Scrafty', 'Bunnelby', 'Diggersby', 'Bulbasaur', 'Ivysaur', 'Venusaur', 'Charmander', 'Charmeleon', 'Charizard', 'Squirtle', 'Wartortle', 'Blastoise', 'Butterfree', 'Beedrill', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Rattata', 'Raticate', 'Spearow', 'Fearow', 'Ekans', 'Arbok', 'Pikachu', 'Raichu', 'Sandshrew', 'Sandslash', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Clefairy', 'Clefable', 'Vulpix', 'Ninetales', 'Jigglypuff', 'Wigglytuff', 'Zubat', 'Golbat', 'Oddish', 'Gloom', 'Vileplume', 'Paras', 'Parasect', 'Venonat', 'Venomoth', 'Diglett', 'Dugtrio', 'Meowth', 'Persian', 'Psyduck', 'Golduck', 'Mankey', 'Primeape', 'Growlithe', 'Arcanine', 'Poliwag', 'Poliwhirl', 'Poliwrath', 'Abra', 'Kadabra', 'Alakazam', 'Machop', 'Machoke', 'Machamp', 'Bellsprout', 'Weepinbell', 'Victreebel', 'Tentacool', 'Tentacruel', 'Geodude', 'Graveler', 'Golem', 'Ponyta', 'Rapidash', 'Slowpoke', 'Slowbro', 'Magnemite', 'Magneton', ""Farfetch'd"", 'Doduo', 'Dodrio', 'Seel', 'Dewgong', 'Grimer', 'Muk', 'Shellder', 'Cloyster', 'Gastly', 'Haunter', 'Gengar', 'Onix', 'Drowzee', 'Hypno', 'Krabby', 'Kingler', 'Voltorb', 'Electrode', 'Exeggcute', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonchan', 'Lickitung', 'Koffing', 'Weezing', 'Rhyhorn', 'Rhydon', 'Chansey', 'Tangela', 'Kangaskhan', 'Horsea', 'Seadra', 'Goldeen', 'Seaking', 'Staryu', 'Starmie', 'Mr. Mime', 'Scyther', 'Jynx', 'Electabuzz', 'Magmar', 'Pinsir', 'Tauros', 'Gyarados', 'Lapras', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Porygon', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Aerodactyl', 'Snorlax', 'Articuno', 'Zapdos', 'Moltres', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Mew', 'Chikorita', 'Bayleef', 'Meganium', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Totodile', 'Croconaw', 'Feraligatr', 'Sentret', 'Furret', 'Hoothoot', 'Noctowl', 'Ledyba', 'Ledian', 'Spinarak', 'Ariados', 'Crobat', 'Chinchou', 'Lanturn', 'Pichu', 'Cleffa', 'Igglybuff', 'Togepi', 'Togetic', 'Natu', 'Xatu', 'Mareep', 'Flaaffy', 'Ampharos', 'Bellossom', 'Marill', 'Azumarill', 'Sudowoodo', 'Politoed', 'Hoppip', 'Skiploom', 'Jumpluff', 'Aipom', 'Sunkern', 'Sunflora', 'Yanma', 'Wooper', 'Quagsire', 'Espeon', 'Umbreon', 'Murkrow', 'Slowking', 'Misdreavus', 'Girafarig', 'Pineco', 'Forretress', 'Dunsparce', 'Gligar', 'Steelix', 'Snubbull', 'Granbull', 'Qwilfish', 'Scizor', 'Shuckle', 'Heracross', 'Sneasel', 'Teddiursa', 'Ursaring', 'Slugma', 'Magcargo', 'Swinub', 'Piloswine', 'Corsola', 'Remoraid', 'Octillery', 'Delibird', 'Mantine', 'Skarmory', 'Houndour', 'Houndoom', 'Kingdra', 'Phanpy', 'Donphan', 'Porygon2', 'Stantler', 'Tyrogue', 'Hitmontop', 'Smoochum', 'Elekid', 'Magby', 'Miltank', 'Blissey', 'Raikou', 'Entei', 'Suicune', 'Larvitar', 'Pupitar', 'Tyranitar', 'Lugia', 'Ho-Oh', 'Celebi', 'Treecko', 'Grovyle', 'Sceptile', 'Torchic', 'Combusken', 'Blaziken', 'Mudkip', 'Marshtomp', 'Swampert', 'Poochyena', 'Mightyena', 'Zigzagoon', 'Linoone', 'Beautifly', 'Dustox', 'Lotad', 'Lombre', 'Ludicolo', 'Seedot', 'Nuzleaf', 'Shiftry', 'Taillow', 'Swellow', 'Wingull', 'Pelipper', 'Ralts', 'Kirlia', 'Gardevoir', 'Surskit', 'Masquerain', 'Shroomish', 'Breloom', 'Slakoth', 'Vigoroth', 'Slaking', 'Nincada', 'Ninjask', 'Shedinja', 'Whismur', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Azurill', 'Nosepass', 'Skitty', 'Delcatty', 'Sableye', 'Mawile', 'Aron', 'Lairon', 'Aggron', 'Meditite', 'Medicham', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Volbeat', 'Illumise', 'Roselia', 'Gulpin', 'Swalot', 'Carvanha', 'Sharpedo', 'Wailmer', 'Wailord', 'Numel', 'Camerupt', 'Torkoal', 'Spoink', 'Grumpig', 'Spinda', 'Trapinch', 'Vibrava', 'Flygon', 'Cacnea', 'Cacturne', 'Swablu', 'Altaria', 'Zangoose', 'Seviper', 'Lunatone', 'Solrock', 'Barboach', 'Whiscash', 'Corphish', 'Crawdaunt', 'Baltoy', 'Claydol', 'Lileep', 'Cradily', 'Anorith', 'Armaldo', 'Feebas', 'Milotic', 'Castform', 'Kecleon', 'Shuppet', 'Banette', 'Duskull', 'Dusclops', 'Tropius', 'Chimecho', 'Absol', 'Snorunt', 'Glalie', 'Spheal', 'Sealeo', 'Walrein', 'Clamperl', 'Huntail', 'Gorebyss', 'Relicanth', 'Luvdisc', 'Bagon', 'Shelgon', 'Salamence', 'Metang', 'Metagross', 'Regirock', 'Regice', 'Registeel', 'Latias', 'Latios', 'Kyogre', 'Groudon', 'Rayquaza', 'Jirachi', 'Deoxys', 'Turtwig', 'Grotle', 'Torterra', 'Monferno', 'Infernape', 'Piplup', 'Prinplup', 'Empoleon', 'Starly', 'Staravia', 'Staraptor', 'Bidoof', 'Bibarel', 'Kricketune', 'Shinx', 'Luxio', 'Luxray', 'Budew', 'Roserade', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Wormadam', 'Mothim', 'Vespiquen', 'Pachirisu', 'Buizel', 'Floatzel', 'Cherubi', 'Cherrim', 'Shellos', 'Gastrodon', 'Ambipom', 'Drifloon', 'Drifblim', 'Buneary', 'Lopunny', 'Mismagius', 'Honchkrow', 'Glameow', 'Purugly', 'Chingling', 'Stunky', 'Skuntank', 'Bronzor', 'Bronzong', 'Bonsly', 'Mime Jr.', 'Happiny', 'Chatot', 'Spiritomb', 'Gible', 'Gabite', 'Garchomp', 'Munchlax', 'Riolu', 'Lucario', 'Hippopotas', 'Hippowdon', 'Skorupi', 'Drapion', 'Croagunk', 'Toxicroak', 'Carnivine', 'Finneon', 'Lumineon', 'Mantyke', 'Snover', 'Abomasnow', 'Weavile', 'Magnezone', 'Lickilicky', 'Rhyperior', 'Tangrowth', 'Electivire', 'Magmortar', 'Togekiss', 'Yanmega', 'Leafeon', 'Glaceon', 'Gliscor', 'Mamoswine', 'Porygon-Z', 'Gallade', 'Probopass', 'Dusknoir', 'Froslass', 'Rotom', 'Uxie', 'Mesprit', 'Azelf', 'Dialga', 'Palkia', 'Heatran', 'Regigigas', 'Giratina', 'Cresselia', 'Phione', 'Manaphy', 'Darkrai', 'Shaymin', 'Arceus', 'Victini', 'Snivy', 'Servine', 'Serperior', 'Tepig', 'Pignite', 'Emboar', 'Oshawott', 'Dewott', 'Samurott', 'Patrat', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Purrloin', 'Liepard', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Munna', 'Musharna', 'Blitzle', 'Zebstrika', 'Roggenrola', 'Boldore', 'Gigalith', 'Woobat', 'Swoobat', 'Drilbur', 'Excadrill', 'Audino', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Tympole', 'Palpitoad', 'Seismitoad', 'Throh', 'Sawk', 'Sewaddle', 'Swadloon', 'Leavanny', 'Venipede', 'Whirlipede', 'Scolipede', 'Cottonee', 'Whimsicott', 'Petilil', 'Lilligant', 'Basculin', 'Sandile', 'Krokorok', 'Krookodile', 'Maractus', 'Dwebble', 'Crustle', 'Sigilyph', 'Yamask', 'Cofagrigus', 'Tirtouga', 'Carracosta', 'Archen', 'Archeops', 'Trubbish', 'Garbodor', 'Zorua', 'Zoroark', 'Minccino', 'Cinccino', 'Gothita', 'Gothorita', 'Gothitelle', 'Solosis', 'Duosion', 'Reuniclus', 'Ducklett', 'Swanna', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Deerling', 'Sawsbuck', 'Emolga', 'Karrablast', 'Escavalier', 'Foongus', 'Amoonguss', 'Frillish', 'Jellicent', 'Alomomola', 'Joltik', 'Galvantula', 'Ferroseed', 'Ferrothorn', 'Klink', 'Klang', 'Klinklang', 'Eelektrik', 'Eelektross', 'Elgyem', 'Beheeyem', 'Litwick', 'Lampent', 'Chandelure', 'Axew', 'Fraxure', 'Haxorus', 'Cubchoo', 'Beartic', 'Cryogonal', 'Shelmet', 'Accelgor', 'Stunfisk', 'Mienfoo', 'Mienshao', 'Druddigon', 'Golett', 'Golurk', 'Pawniard', 'Bisharp', 'Bouffalant', 'Rufflet', 'Braviary', 'Vullaby', 'Mandibuzz', 'Heatmor', 'Durant', 'Deino', 'Zweilous', 'Hydreigon', 'Larvesta', 'Volcarona', 'Cobalion', 'Terrakion', 'Virizion', 'Tornadus', 'Thundurus', 'Reshiram', 'Zekrom', 'Landorus', 'Kyurem', 'Keldeo', 'Meloetta', 'Genesect', 'Chespin', 'Quilladin', 'Chesnaught', 'Fennekin', 'Braixen', 'Delphox', 'Froakie', 'Frogadier', 'Greninja', 'Fletchling', 'Fletchinder', 'Talonflame', 'Vivillon', 'Litleo', 'Pyroar', 'Flabébé', 'Floette', 'Florges', 'Skiddo', 'Gogoat', 'Pancham', 'Pangoro', 'Furfrou', 'Espurr', 'Meowstic', 'Honedge', 'Doublade', 'Aegislash', 'Spritzee', 'Aromatisse', 'Swirlix', 'Slurpuff', 'Inkay', 'Malamar', 'Binacle', 'Barbaracle', 'Skrelp', 'Dragalge', 'Clauncher', 'Clawitzer', 'Helioptile', 'Heliolisk', 'Tyrunt', 'Tyrantrum', 'Amaura', 'Aurorus', 'Sylveon', 'Hawlucha', 'Dedenne', 'Carbink', 'Goomy', 'Sliggoo', 'Goodra', 'Klefki', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Bergmite', 'Avalugg', 'Noibat', 'Noivern', 'Xerneas', 'Yveltal', 'Zygarde', 'Diancie', 'Hoopa', 'Volcanion', 'Rowlet', 'Dartrix', 'Decidueye', 'Litten', 'Torracat', 'Incineroar', 'Popplio', 'Brionne', 'Primarina', 'Yungoos', 'Gumshoos', 'Grubbin', 'Charjabug', 'Vikavolt', 'Crabrawler', 'Crabominable', 'Oricorio', 'Cutiefly', 'Ribombee', 'Rockruff', 'Lycanroc', 'Wishiwashi', 'Mareanie', 'Toxapex', 'Mudbray', 'Mudsdale', 'Dewpider', 'Araquanid', 'Fomantis', 'Lurantis', 'Salandit', 'Salazzle', 'Stufful', 'Bewear', 'Bounsweet', 'Steenee', 'Tsareena', 'Comfey', 'Oranguru', 'Passimian', 'Wimpod', 'Golisopod', 'Sandygast', 'Palossand', 'Type: Null', 'Silvally', 'Minior', 'Komala', 'Turtonator', 'Togedemaru', 'Mimikyu', 'Bruxish', 'Drampa', 'Dhelmise', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Tapu Koko', 'Tapu Lele', 'Tapu Bulu', 'Tapu Fini', 'Solgaleo', 'Lunala', 'Nihilego', 'Buzzwole', 'Pheromosa', 'Xurkitree', 'Celesteela', 'Guzzlord', 'Necrozma', 'Marshadow', 'Poipole', 'Naganadel', 'Stakataka', 'Blacephalon', 'Zeraora', 'Melmetal']"
Fairy Lock,/attackdex-sm/fairylock.shtml,['Klefki']
Fairy Wind,/attackdex-sm/fairywind.shtml,"['Togetic', 'Hoppip', 'Skiploom', 'Jumpluff', 'Mawile', 'Cottonee', 'Flabébé', 'Floette', 'Spritzee', 'Aromatisse', 'Swirlix', 'Slurpuff', 'Sylveon', 'Klefki', 'Cutiefly', 'Ribombee']"
Fake Out,/attackdex-sm/fakeout.shtml,"['Blastoise', 'Raichu', 'Meowth', 'Persian', 'Dewgong', 'Kangaskhan', 'Tyrogue', 'Lombre', 'Nuzleaf', 'Makuhita', 'Hariyama', 'Skitty', 'Delcatty', 'Sableye', 'Glameow', 'Purugly', 'Purrloin', 'Liepard', 'Mienfoo', 'Mienshao', 'Espurr', 'Meowstic', 'Zeraora', 'Squirtle', 'Wartortle', 'Pikachu', 'Seel', 'Mr. Mime', 'Jynx', 'Pichu', 'Aipom', 'Sneasel', 'Delibird', 'Smoochum', 'Meditite', 'Medicham', 'Spinda', 'Kecleon', 'Chimchar', 'Monferno', 'Infernape', 'Ambipom', 'Buneary', 'Lopunny', 'Mime Jr.', 'Croagunk', 'Toxicroak', 'Weavile', 'Scraggy', 'Scrafty', 'Litten', 'Torracat', 'Incineroar', 'Salandit', 'Salazzle', 'Togedemaru']"
Fake Tears,/attackdex-sm/faketears.shtml,"['Jynx', 'Teddiursa', 'Ursaring', 'Smoochum', 'Mawile', 'Minun', 'Bonsly', 'Zorua', 'Gothita', 'Gothorita', 'Gothitelle', 'Swirlix', 'Slurpuff', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Totodile', 'Croconaw', 'Feraligatr', 'Cleffa', 'Igglybuff', 'Espeon', 'Umbreon', 'Snubbull', 'Granbull', 'Shroomish', 'Breloom', 'Whismur', 'Loudred', 'Exploud', 'Azurill', 'Skitty', 'Delcatty', 'Plusle', 'Illumise', 'Spinda', 'Snorunt', 'Glalie', 'Shinx', 'Luxio', 'Luxray', 'Pachirisu', 'Buneary', 'Lopunny', 'Glameow', 'Purugly', 'Leafeon', 'Glaceon', 'Froslass', 'Purrloin', 'Liepard', 'Woobat', 'Swoobat', 'Cottonee', 'Whimsicott', 'Yamask', 'Cofagrigus', 'Minccino', 'Cinccino', 'Deerling', 'Sawsbuck', 'Vullaby', 'Mandibuzz', 'Sylveon']"
False Swipe,/attackdex-sm/falseswipe.shtml,"[""Farfetch'd"", 'Cubone', 'Marowak', 'Scyther', 'Scizor', 'Grovyle', 'Sceptile', 'Nincada', 'Zangoose', 'Gallade', 'Leavanny', 'Karrablast', 'Escavalier', 'Axew', 'Fraxure', 'Haxorus', 'Tapu Koko', 'Kartana', 'Beedrill', 'Spearow', 'Fearow', 'Paras', 'Parasect', 'Krabby', 'Kingler', 'Pinsir', 'Mew', 'Gligar', 'Heracross', 'Sneasel', 'Seedot', 'Nuzleaf', 'Shiftry', 'Shroomish', 'Breloom', 'Ninjask', 'Shedinja', 'Mawile', 'Corphish', 'Crawdaunt', 'Anorith', 'Armaldo', 'Absol', 'Kricketune', 'Garchomp', 'Skorupi', 'Drapion', 'Weavile', 'Gliscor', 'Oshawott', 'Dewott', 'Samurott', 'Pawniard', 'Bisharp', 'Cobalion', 'Terrakion', 'Virizion', 'Keldeo', 'Pancham', 'Pangoro', 'Honedge', 'Doublade', 'Aegislash', 'Binacle', 'Barbaracle', 'Hawlucha', 'Rowlet', 'Dartrix', 'Decidueye', 'Fomantis', 'Lurantis', 'Golisopod', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Tapu Bulu', 'Buzzwole', 'Pheromosa', 'Magearna', 'Marshadow', 'Zeraora']"
Feather Dance,/attackdex-sm/featherdance.shtml,"['Pidgey', 'Pidgeotto', 'Pidgeot', 'Chatot', 'Pidove', 'Tranquill', 'Unfezant', 'Ducklett', 'Swanna', 'Hawlucha', 'Rowlet', 'Dartrix', 'Decidueye', 'Pikipek', 'Trumbeak', 'Toucannon', 'Oricorio', 'Spearow', 'Fearow', ""Farfetch'd"", 'Hoothoot', 'Noctowl', 'Natu', 'Xatu', 'Murkrow', 'Torchic', 'Combusken', 'Blaziken', 'Swablu', 'Altaria', 'Piplup', 'Prinplup', 'Empoleon', 'Starly', 'Staravia', 'Staraptor', 'Honchkrow']"
Feint,/attackdex-sm/feint.shtml,"['Pikachu', 'Meowth', 'Persian', ""Farfetch'd"", 'Hitmonlee', 'Hitmonchan', 'Scyther', 'Kabutops', 'Scizor', 'Heracross', 'Skarmory', 'Hitmontop', 'Breloom', 'Meditite', 'Medicham', 'Sharpedo', 'Trapinch', 'Seviper', 'Kecleon', 'Absol', 'Monferno', 'Infernape', 'Stunky', 'Skuntank', 'Riolu', 'Lucario', 'Yanmega', 'Gallade', 'Chesnaught', 'Goodra', 'Pheromosa', 'Marshadow', 'Electabuzz', 'Pinsir', 'Yanma', 'Gligar', 'Sneasel', 'Houndour', 'Houndoom', 'Tyrogue', 'Elekid', 'Torchic', 'Combusken', 'Blaziken', 'Makuhita', 'Hariyama', 'Sableye', 'Zangoose', 'Croagunk', 'Toxicroak', 'Weavile', 'Electivire', 'Gliscor', 'Blitzle', 'Zebstrika', 'Shelmet', 'Accelgor', 'Mienfoo', 'Mienshao', 'Hawlucha', 'Bounsweet', 'Steenee', 'Tsareena', 'Passimian']"
Feint Attack,/attackdex-sm/feintattack.shtml,"['Vulpix', 'Meowth', 'Persian', 'Magmar', 'Sudowoodo', 'Umbreon', 'Murkrow', 'Gligar', 'Sneasel', 'Teddiursa', 'Ursaring', 'Houndour', 'Houndoom', 'Magby', 'Nuzleaf', 'Shiftry', 'Slakoth', 'Slaking', 'Skitty', 'Sableye', 'Mawile', 'Spinda', 'Trapinch', 'Vibrava', 'Flygon', 'Cacnea', 'Cacturne', 'Kecleon', 'Shuppet', 'Banette', 'Huntail', 'Glameow', 'Purugly', 'Bronzor', 'Bronzong', 'Bonsly', 'Spiritomb', 'Croagunk', 'Toxicroak', 'Carnivine', 'Weavile', 'Magmortar', 'Gliscor', 'Darkrai', 'Dwebble', 'Crustle', 'Scraggy', 'Scrafty', 'Zorua', 'Zoroark', 'Gothita', 'Gothorita', 'Gothitelle', 'Deerling', 'Sawsbuck', 'Foongus', 'Amoonguss', 'Pawniard', 'Bisharp', 'Vullaby', 'Mandibuzz', 'Greninja', 'Skrelp', 'Dragalge', 'Phantump', 'Trevenant', 'Wishiwashi', 'Oranguru', 'Mimikyu', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Spearow', 'Fearow', 'Ninetales', 'Jigglypuff', 'Wigglytuff', 'Zubat', 'Golbat', 'Diglett', 'Dugtrio', 'Doduo', 'Dodrio', 'Pinsir', 'Hoothoot', 'Noctowl', 'Crobat', 'Igglybuff', 'Natu', 'Xatu', 'Yanma', 'Snubbull', 'Granbull', 'Nincada', 'Ninjask', 'Shedinja', 'Makuhita', 'Hariyama', 'Duskull', 'Dusclops', 'Absol', 'Honchkrow', 'Skorupi', 'Drapion', 'Yanmega', 'Dusknoir', 'Purrloin', 'Liepard', 'Karrablast', 'Escavalier', 'Joltik', 'Galvantula', 'Druddigon', 'Heatmor', 'Durant']"
Fell Stinger,/attackdex-sm/fellstinger.shtml,"['Beedrill', 'Ariados', 'Qwilfish', 'Kricketune', 'Vespiquen', 'Skorupi', 'Drapion', 'Leavanny', 'Escavalier', 'Genesect', 'Togedemaru', 'Buzzwole', 'Poipole', 'Naganadel', 'Paras', 'Parasect', 'Surskit', 'Masquerain', 'Cacnea', 'Cacturne']"
Fiery Dance,/attackdex-sm/fierydance.shtml,['Volcarona']
Final Gambit,/attackdex-sm/finalgambit.shtml,"['Mankey', 'Primeape', 'Starly', 'Staravia', 'Staraptor', 'Riolu', 'Victini', 'Basculin', 'Shelmet', 'Accelgor', 'Rattata', 'Raticate', 'Diglett', 'Dugtrio', ""Farfetch'd"", 'Shuckle', 'Nincada', 'Ninjask', 'Shedinja', 'Zangoose', 'Seviper']"
Fire Blast,/attackdex-sm/fireblast.shtml,"['Vulpix', 'Ponyta', 'Rapidash', 'Magmar', 'Magby', 'Entei', 'Ho-Oh', 'Castform', 'Groudon', 'Magmortar', 'Pansear', 'Reshiram', 'Fennekin', 'Braixen', 'Delphox', 'Blacephalon', 'Charmander', 'Charmeleon', 'Charizard', 'Nidoqueen', 'Nidoking', 'Clefairy', 'Clefable', 'Ninetales', 'Jigglypuff', 'Wigglytuff', 'Growlithe', 'Arcanine', 'Machop', 'Machoke', 'Machamp', 'Geodude', 'Graveler', 'Golem', 'Slowpoke', 'Slowbro', 'Grimer', 'Muk', 'Cubone', 'Marowak', 'Lickitung', 'Koffing', 'Weezing', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Tauros', 'Gyarados', 'Flareon', 'Aerodactyl', 'Snorlax', 'Moltres', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Mew', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Cleffa', 'Igglybuff', 'Togepi', 'Togetic', 'Slowking', 'Dunsparce', 'Snubbull', 'Granbull', 'Slugma', 'Magcargo', 'Remoraid', 'Octillery', 'Houndour', 'Houndoom', 'Blissey', 'Tyranitar', 'Torchic', 'Combusken', 'Blaziken', 'Slakoth', 'Vigoroth', 'Slaking', 'Whismur', 'Loudred', 'Exploud', 'Mawile', 'Aggron', 'Numel', 'Camerupt', 'Torkoal', 'Flygon', 'Altaria', 'Zangoose', 'Solrock', 'Kecleon', 'Absol', 'Bagon', 'Shelgon', 'Salamence', 'Rayquaza', 'Chimchar', 'Monferno', 'Infernape', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Stunky', 'Skuntank', 'Happiny', 'Gible', 'Gabite', 'Garchomp', 'Munchlax', 'Lickilicky', 'Rhyperior', 'Togekiss', 'Azelf', 'Dialga', 'Palkia', 'Heatran', 'Arceus', 'Victini', 'Tepig', 'Pignite', 'Emboar', 'Simisear', 'Audino', 'Darumaka', 'Darmanitan', 'Litwick', 'Lampent', 'Chandelure', 'Heatmor', 'Hydreigon', 'Larvesta', 'Volcarona', 'Fletchinder', 'Talonflame', 'Litleo', 'Pyroar', 'Goodra', 'Pumpkaboo', 'Gourgeist', 'Volcanion', 'Litten', 'Torracat', 'Incineroar', 'Salandit', 'Salazzle', 'Turtonator', 'Drampa', 'Solgaleo', 'Celesteela', 'Guzzlord', 'Naganadel']"
Fire Fang,/attackdex-sm/firefang.shtml,"['Charmander', 'Charmeleon', 'Charizard', 'Arbok', 'Growlithe', 'Arcanine', 'Flareon', 'Aerodactyl', 'Steelix', 'Snubbull', 'Granbull', 'Houndour', 'Houndoom', 'Donphan', 'Entei', 'Tyranitar', 'Mightyena', 'Exploud', 'Manectric', 'Salamence', 'Garchomp', 'Hippowdon', 'Drapion', 'Gliscor', 'Heatran', 'Stoutland', 'Darumaka', 'Darmanitan', 'Reshiram', 'Litleo', 'Pyroar', 'Litten', 'Torracat', 'Incineroar', 'Silvally', 'Rhyhorn', 'Rhydon', 'Poochyena', 'Mawile', 'Electrike', 'Bagon', 'Shelgon', 'Shinx', 'Luxio', 'Luxray', 'Rhyperior', 'Lillipup', 'Herdier', 'Sandile', 'Krokorok', 'Krookodile', 'Druddigon', 'Deino', 'Zweilous', 'Hydreigon', 'Tyrunt', 'Tyrantrum', 'Yungoos', 'Gumshoos', 'Rockruff', 'Lycanroc']"
Fire Lash,/attackdex-sm/firelash.shtml,['Heatmor']
Fire Pledge,/attackdex-sm/firepledge.shtml,"['Charmander', 'Charmeleon', 'Charizard', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Torchic', 'Combusken', 'Blaziken', 'Chimchar', 'Monferno', 'Infernape', 'Tepig', 'Pignite', 'Emboar', 'Pansear', 'Simisear', 'Fennekin', 'Braixen', 'Delphox', 'Litten', 'Torracat', 'Incineroar', 'Silvally']"
Fire Punch,/attackdex-sm/firepunch.shtml,"['Hitmonchan', 'Magmar', 'Dragonite', 'Ampharos', 'Magby', 'Blaziken', 'Medicham', 'Dusclops', 'Electivire', 'Magmortar', 'Dusknoir', 'Regigigas', 'Darumaka', 'Darmanitan', 'Marshadow', 'Charmander', 'Charmeleon', 'Charizard', 'Nidoqueen', 'Nidoking', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Mankey', 'Primeape', 'Abra', 'Kadabra', 'Alakazam', 'Machop', 'Machoke', 'Machamp', 'Geodude', 'Graveler', 'Golem', 'Grimer', 'Muk', 'Gastly', 'Haunter', 'Gengar', 'Drowzee', 'Hypno', 'Cubone', 'Marowak', 'Lickitung', 'Rhydon', 'Chansey', 'Kangaskhan', 'Mr. Mime', 'Electabuzz', 'Snorlax', 'Mewtwo', 'Mew', 'Elekid', 'Meditite', 'Chimchar', 'Monferno', 'Infernape', 'Buneary', 'Lopunny', 'Pansear', 'Simisear', 'Scraggy', 'Scrafty', 'Typhlosion', 'Sentret', 'Furret', 'Flaaffy', 'Sudowoodo', 'Aipom', 'Snubbull', 'Granbull', 'Teddiursa', 'Ursaring', 'Miltank', 'Blissey', 'Tyranitar', 'Combusken', 'Lombre', 'Ludicolo', 'Ralts', 'Kirlia', 'Gardevoir', 'Slakoth', 'Vigoroth', 'Slaking', 'Whismur', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Nosepass', 'Sableye', 'Aggron', 'Gulpin', 'Swalot', 'Grumpig', 'Spinda', 'Flygon', 'Zangoose', 'Kecleon', 'Regirock', 'Groudon', 'Jirachi', 'Deoxys', 'Cranidos', 'Rampardos', 'Ambipom', 'Munchlax', 'Lickilicky', 'Rhyperior', 'Gallade', 'Probopass', 'Uxie', 'Mesprit', 'Azelf', 'Victini', 'Pignite', 'Emboar', 'Watchog', 'Audino', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Throh', 'Sawk', 'Reuniclus', 'Eelektross', 'Druddigon', 'Golett', 'Golurk', 'Heatmor', 'Meloetta', 'Braixen', 'Delphox', 'Diggersby', 'Pancham', 'Pangoro', 'Heliolisk', 'Hawlucha', 'Goodra', 'Hoopa', 'Incineroar', 'Gumshoos', 'Lycanroc', 'Kommo-o', 'Zeraora']"
Fire Spin,/attackdex-sm/firespin.shtml,"['Charmander', 'Charmeleon', 'Charizard', 'Vulpix', 'Ponyta', 'Rapidash', 'Marowak', 'Magmar', 'Flareon', 'Moltres', 'Magby', 'Entei', 'Torchic', 'Torkoal', 'Solrock', 'Chimchar', 'Monferno', 'Infernape', 'Magmortar', 'Heatran', 'Litwick', 'Lampent', 'Heatmor', 'Volcarona', 'Fennekin', 'Braixen', 'Delphox', 'Growlithe', 'Arcanine', 'Houndour', 'Houndoom', 'Pansear', 'Simisear', 'Litleo', 'Pyroar', 'Turtonator']"
First Impression,/attackdex-sm/firstimpression.shtml,"['Golisopod', ""Farfetch'd""]"
Fissure,/attackdex-sm/fissure.shtml,"['Diglett', 'Dugtrio', 'Camerupt', 'Trapinch', 'Barboach', 'Whiscash', 'Groudon', 'Wormadam', 'Hippopotas', 'Hippowdon', 'Drilbur', 'Excadrill', 'Stunfisk', 'Landorus', 'Lapras', 'Snorlax', 'Swinub', 'Piloswine', 'Phanpy', 'Donphan', 'Wailmer', 'Wailord', 'Torkoal', 'Spheal', 'Sealeo', 'Walrein', 'Shieldon', 'Bastiodon', 'Shellos', 'Gastrodon', 'Mamoswine']"
